fullVisitorId;visitNumber;browser;operatingSystem;deviceCategory;subContinent;country;city;campaign;source;pageviews;bounces;newVisits;transactionRevenue;year;month;quarterMonth;day;weekday;time_range;Classifier
2371;1;5;6;0;11;138;295;0;23;2;0;1;0.0;2017;5;5;6;9714;0;0
276;3;18;6;0;11;138;295;0;23;2;0;0;0.0;2017;5;5;6;9711;0;0
5224;1;19;11;1;12;137;147;0;45;2;0;1;0.0;2017;5;5;5;9702;3;0
7215;1;5;6;0;11;138;295;0;23;3;0;1;0.0;2017;5;5;5;9707;3;0
3395;1;5;9;0;21;43;0;0;23;3;0;1;0.0;2017;5;5;5;9687;1;0
7173;2;5;9;0;17;55;295;0;23;3;0;0;0.0;2017;5;5;6;9717;0;0
2129;1;5;1;1;7;102;295;0;23;3;0;1;0.0;2017;5;5;5;9690;1;0
4782;1;18;11;1;11;138;230;0;23;3;0;1;0.0;2017;5;5;5;9694;4;0
276;4;18;6;0;11;138;295;0;23;3;0;0;0.0;2017;5;5;6;9712;0;0
2941;2;18;11;1;11;138;295;0;23;3;0;0;0.0;2017;5;5;6;9718;0;0
2975;3;5;5;0;11;138;48;0;48;4;0;0;0.0;2017;5;5;5;9698;4;0
903;1;5;9;0;11;138;295;0;23;8;0;1;0.0;2017;5;5;5;9697;4;0
5033;1;18;11;1;11;138;230;0;23;9;0;1;0.0;2017;5;5;5;9706;3;0
3990;1;5;6;0;11;138;295;0;0;8;0;1;0.0;2017;5;5;5;9696;4;0
1089;1;5;9;0;11;138;295;0;23;9;0;1;0.0;2017;5;5;5;9685;1;0
2828;3;5;1;1;3;83;162;0;23;1;1;0;0.0;2017;7;7;3;11376;2;0
695;1;5;6;0;18;25;295;0;23;1;1;1;0.0;2017;7;7;2;11362;4;0
3704;1;18;11;2;11;138;295;0;23;1;1;1;0.0;2017;7;7;3;11382;0;0
1448;4;5;6;0;11;138;182;0;23;1;1;0;0.0;2017;7;7;2;11357;1;0
5539;1;5;1;1;2;133;295;0;23;1;1;1;0.0;2017;7;7;2;11369;4;0
5539;2;5;1;1;2;133;295;0;23;1;1;0;0.0;2017;7;7;3;11379;0;0
6181;1;18;11;1;12;137;295;0;23;1;1;1;0.0;2017;7;7;2;11372;3;0
8746;1;18;11;2;11;138;111;0;23;1;1;1;0.0;2017;7;7;2;11374;3;0
9075;1;5;1;1;17;55;25;0;23;1;1;1;0.0;2017;7;7;3;11380;0;0
1872;1;3;1;1;11;138;14;0;23;1;1;1;0.0;2017;7;7;3;11377;0;0
1740;1;18;11;1;11;138;295;0;0;1;1;1;0.0;2017;7;7;3;11381;0;0
9530;1;5;1;1;11;138;245;0;23;2;0;1;0.0;2017;7;7;3;11375;2;0
305;1;5;9;0;12;137;295;0;0;3;0;1;0.0;2017;7;7;2;11360;4;0
2161;1;5;1;1;7;102;283;0;23;3;0;1;0.0;2017;7;7;2;11363;4;0
146;1;5;1;1;7;102;283;0;23;3;0;1;0.0;2017;7;7;2;11359;4;0
9477;1;18;11;1;18;120;295;0;23;3;0;1;0.0;2017;7;7;2;11368;4;0
7478;1;18;11;1;11;19;295;0;23;4;0;1;0.0;2017;7;7;2;11366;4;0
8764;1;5;1;1;11;138;295;1;23;4;0;1;0.0;2017;7;7;2;11373;3;0
984;1;18;11;1;18;112;295;0;0;9;0;1;0.0;2017;7;7;2;11356;1;0
7080;1;5;1;1;17;55;112;0;23;8;0;1;0.0;2017;7;7;2;11365;4;0
5483;1;3;1;1;21;39;197;0;0;14;0;1;0.0;2017;7;7;2;11358;1;0
5958;1;3;1;2;11;138;230;0;45;1;1;1;0.0;2017;7;7;2;11364;4;0
2299;1;8;9;0;11;138;295;0;75;1;1;1;0.0;2017;7;7;2;11370;3;0
6600;1;19;11;1;11;138;295;0;45;1;1;1;0.0;2017;7;7;3;11378;0;0
2656;1;3;1;1;12;137;147;0;45;1;1;1;0.0;2017;7;7;2;11367;4;0
4263;1;19;11;1;12;137;295;0;45;1;1;1;0.0;2017;7;7;2;11361;4;0
3181;1;19;11;1;21;39;295;0;45;1;1;1;0.0;2017;7;7;2;11355;1;0
4399;1;5;1;1;14;3;295;0;75;2;0;1;0.0;2017;7;7;2;11371;3;0
57;1;5;1;1;17;55;112;0;32;1;1;1;0.0;2017;1;1;7;5969;0;0
57;3;5;1;1;17;55;112;0;32;1;1;0;0.0;2017;1;1;7;5971;0;0
9521;1;3;1;1;1;5;295;0;28;1;1;1;0.0;2017;1;1;7;5977;0;0
6927;1;8;6;0;21;39;197;4;3;1;1;1;0.0;2017;1;1;6;5956;4;0
40;1;18;11;1;11;138;230;0;0;1;1;1;0.0;2017;1;1;7;5976;0;0
6335;1;5;9;0;3;24;295;0;23;1;1;1;0.0;2017;1;1;6;5953;1;0
106;1;16;0;1;16;118;295;0;23;1;1;1;0.0;2017;1;1;7;5979;0;0
1563;1;5;1;1;11;138;14;0;23;1;1;1;0.0;2017;1;1;7;5981;1;0
57;2;5;1;1;17;55;112;0;23;1;1;0;0.0;2017;1;1;7;5970;0;0
7015;1;5;1;1;17;55;0;0;23;1;1;1;0.0;2017;1;1;6;5960;4;0
7994;3;5;6;0;11;138;172;0;48;2;0;0;0.0;2017;1;1;6;5961;4;0
7671;1;5;1;1;11;138;295;3;23;3;0;1;0.0;2017;1;1;7;5967;2;0
6963;3;5;5;0;11;138;245;0;67;3;0;0;0.0;2017;1;1;6;5962;3;0
2084;1;18;11;1;11;138;230;0;0;3;0;1;0.0;2017;1;1;6;5959;4;0
2933;1;5;1;1;11;138;295;0;23;3;0;1;0.0;2017;1;1;7;5973;0;0
3902;2;18;11;1;15;114;250;0;23;3;0;0;0.0;2017;1;1;6;5951;1;0
1338;7;5;6;0;11;138;257;0;0;3;0;0;0.0;2017;1;1;6;5963;3;0
8344;1;5;5;0;11;138;245;0;0;5;0;1;0.0;2017;1;1;6;5964;3;0
9311;1;18;11;1;11;138;295;0;23;6;0;1;0.0;2017;1;1;7;5975;0;0
9365;1;18;11;1;7;107;295;0;23;7;0;1;0.0;2017;1;1;6;5958;4;0
1665;1;5;1;1;17;55;127;0;0;9;0;1;0.0;2017;1;1;6;5954;4;0
7161;9;5;9;0;11;138;295;0;0;12;0;0;0.0;2017;1;1;6;5955;4;0
1114;1;18;11;2;11;19;295;0;23;12;0;1;0.0;2017;1;1;7;5978;0;0
2593;2;5;6;0;11;138;257;0;48;13;0;0;0.0;2017;1;1;6;5957;4;0
4289;1;3;1;1;15;129;19;0;0;13;0;1;0.0;2017;1;1;7;5982;1;0
537;1;5;6;0;11;138;295;0;48;73;0;1;0.0;2017;1;1;7;5980;1;0
7970;1;15;9;0;7;102;283;0;75;1;1;1;0.0;2017;1;1;6;5965;3;0
9504;1;8;9;0;7;107;295;0;75;1;1;1;0.0;2017;1;1;6;5952;1;0
6549;1;5;5;0;14;15;295;0;75;1;1;1;0.0;2017;1;1;7;5968;2;0
9016;1;9;9;0;6;119;295;0;75;1;1;1;0.0;2017;1;1;7;5972;0;0
6285;1;5;9;0;6;63;295;0;75;1;1;1;0.0;2017;1;1;7;5974;0;0
7695;1;5;9;0;6;63;295;0;75;1;1;1;0.0;2017;1;1;6;5966;3;0
5500;1;18;11;1;6;127;0;0;23;1;1;1;0.0;2016;12;12;24;5630;4;0
8691;1;5;1;1;11;138;295;0;0;1;1;1;0.0;2016;12;12;25;5638;0;0
2348;1;5;9;0;11;19;295;0;23;2;0;1;0.0;2016;12;12;24;5634;4;0
4171;1;9;9;0;11;138;295;0;0;2;0;1;0.0;2016;12;12;24;5636;3;0
8390;1;5;9;0;11;138;295;0;23;3;0;1;0.0;2016;12;12;25;5639;0;0
350;1;5;1;1;11;138;231;0;0;4;0;1;0.0;2016;12;12;25;5637;2;0
1851;3;5;1;1;11;138;202;0;0;5;0;0;0.0;2016;12;12;25;5641;0;0
7096;3;5;6;0;11;138;295;0;23;6;0;0;0.0;2016;12;12;24;5635;3;0
5281;1;5;11;1;11;138;295;0;0;8;0;1;0.0;2016;12;12;25;5640;0;0
5920;16;5;6;0;11;138;172;0;48;11;0;0;0.0;2016;12;12;24;5632;4;0
897;1;5;1;1;2;104;295;3;23;13;0;1;0.0;2016;12;12;24;5633;4;0
37;10;5;9;0;6;127;295;0;75;1;1;0;0.0;2016;12;12;24;5631;4;0
80;1;18;11;2;12;137;295;0;0;1;1;1;0.0;2017;5;5;28;10357;4;0
2469;1;8;9;0;1;91;295;0;23;1;1;1;0.0;2017;5;5;28;10371;3;0
9560;1;20;5;0;17;55;57;0;23;1;1;1;0.0;2017;5;5;28;10362;3;0
7978;1;5;9;0;21;125;295;0;23;1;1;1;0.0;2017;5;5;28;10364;3;0
7707;1;5;3;0;11;138;295;1;23;1;1;1;0.0;2017;5;5;29;10373;0;0
8866;1;5;9;0;11;19;295;0;0;1;1;1;0.0;2017;5;5;28;10369;3;0
9996;1;5;9;0;15;129;19;0;5;1;1;1;0.0;2017;5;5;29;10375;0;0
10;1;5;9;0;11;138;295;0;23;1;1;1;0.0;2017;5;5;28;10365;3;0
8776;1;5;1;1;7;107;295;0;23;1;1;1;0.0;2017;5;5;28;10356;4;0
1569;1;5;9;0;17;55;295;0;23;1;1;1;0.0;2017;5;5;29;10376;0;0
29;1;18;11;1;12;137;295;0;23;1;1;1;0.0;2017;5;5;28;10368;3;0
4702;1;5;1;1;17;55;295;0;23;1;1;1;0.0;2017;5;5;28;10355;4;0
7906;1;5;1;1;21;39;295;0;23;1;1;1;0.0;2017;5;5;28;10367;3;0
4987;1;8;9;0;11;138;295;0;23;1;1;1;0.0;2017;5;5;28;10372;3;0
90;1;5;9;0;18;112;295;0;23;2;0;1;0.0;2017;5;5;28;10359;4;0
2678;1;8;9;0;1;5;4;0;23;2;0;1;0.0;2017;5;5;29;10374;0;0
4060;12;18;11;1;7;102;283;0;0;2;0;0;0.0;2017;5;5;28;10361;4;0
5716;1;5;6;0;11;138;182;0;23;3;0;1;0.0;2017;5;5;28;10358;4;0
8802;5;5;6;0;11;138;172;0;23;3;0;0;0.0;2017;5;5;28;10363;3;0
6781;1;5;1;1;12;137;295;0;23;3;0;1;0.0;2017;5;5;28;10366;3;0
9868;1;5;9;0;17;55;295;0;23;4;0;1;0.0;2017;5;5;28;10360;4;0
5478;2;5;6;0;11;138;182;0;48;49;0;0;40.52;2017;5;5;28;10370;3;1
6481;1;5;9;0;18;120;20;0;0;1;1;1;0.0;2017;1;1;25;6494;3;0
8053;1;5;9;0;21;125;295;0;23;1;1;1;0.0;2017;1;1;25;6480;1;0
526;1;5;6;0;11;138;148;3;23;1;1;1;0.0;2017;1;1;26;6511;0;0
9666;3;5;3;0;11;138;295;0;23;1;1;0;0.0;2017;1;1;26;6510;0;0
219;1;18;11;1;11;138;230;3;23;1;1;1;0.0;2017;1;1;25;6492;4;0
3635;1;5;1;1;20;60;265;0;23;1;1;1;0.0;2017;1;1;25;6497;3;0
2406;4;18;6;0;21;39;295;0;23;1;1;0;0.0;2017;1;1;25;6481;1;0
526;2;5;6;0;11;138;148;0;23;1;1;0;0.0;2017;1;1;26;6515;1;0
151;2;5;9;0;11;138;295;0;0;1;1;0;0.0;2017;1;1;26;6509;0;0
6693;1;5;1;1;11;138;0;0;0;1;1;1;0.0;2017;1;1;25;6483;4;0
89;1;18;11;1;12;137;147;0;0;1;1;1;0.0;2017;1;1;25;6478;1;0
2992;1;19;11;1;12;137;147;0;0;1;1;1;0.0;2017;1;1;25;6486;4;0
151;1;5;9;0;11;138;295;0;0;1;1;1;0.0;2017;1;1;26;6504;2;0
5911;1;5;1;1;11;138;257;0;0;1;1;1;0.0;2017;1;1;25;6485;4;0
3831;1;5;9;0;16;118;295;0;0;1;1;1;0.0;2017;1;1;25;6476;1;0
4589;3;5;1;1;11;138;230;0;0;1;1;0;0.0;2017;1;1;25;6484;4;0
9007;3;5;6;0;11;138;257;0;48;1;1;0;0.0;2017;1;1;25;6489;4;0
186;1;5;3;0;11;138;295;0;23;1;1;1;0.0;2017;1;1;25;6487;4;0
6993;4;18;11;1;3;83;295;0;0;1;1;0;0.0;2017;1;1;26;6506;2;0
9276;1;5;1;1;11;138;295;0;0;1;1;1;0.0;2017;1;1;25;6502;3;0
9945;1;5;1;1;11;138;295;0;23;1;1;1;0.0;2017;1;1;25;6490;4;0
6560;1;5;9;0;11;138;295;0;23;2;0;1;0.0;2017;1;1;25;6498;3;0
321;1;5;9;0;7;106;41;0;0;2;0;1;0.0;2017;1;1;26;6514;0;0
1316;2;19;11;1;7;28;295;0;0;2;0;0;0.0;2017;1;1;25;6495;3;0
5809;1;19;11;1;12;137;295;0;0;3;0;1;0.0;2017;1;1;25;6488;4;0
7531;1;18;6;0;11;19;295;0;23;4;0;1;0.0;2017;1;1;25;6500;3;0
2166;2;5;9;0;11;138;172;0;48;6;0;0;0.0;2017;1;1;25;6499;3;0
6813;1;5;1;1;11;138;295;0;23;5;0;1;0.0;2017;1;1;26;6512;0;0
5338;1;5;9;0;12;137;147;0;0;6;0;1;0.0;2017;1;1;25;6477;1;0
6528;1;5;1;2;14;20;295;0;0;9;0;1;0.0;2017;1;1;26;6508;0;0
6358;8;5;9;0;11;138;295;0;0;16;0;0;0.0;2017;1;1;25;6496;3;0
219;2;18;11;1;11;138;230;0;23;15;0;0;0.0;2017;1;1;25;6493;4;0
4004;1;5;9;0;11;138;295;0;23;17;0;1;0.0;2017;1;1;25;6501;3;0
7594;1;5;9;0;11;138;257;0;48;16;0;1;0.0;2017;1;1;25;6503;3;0
1336;1;5;9;0;15;129;19;0;75;1;1;1;0.0;2017;1;1;25;6479;1;0
4731;1;21;9;0;7;107;171;0;75;1;1;1;0.0;2017;1;1;25;6491;4;0
7143;1;7;9;0;6;127;295;0;75;1;1;1;0.0;2017;1;1;26;6513;0;0
2204;1;5;9;0;15;101;295;0;75;1;1;1;0.0;2017;1;1;26;6505;2;0
9483;1;5;9;0;18;61;295;0;75;2;0;1;0.0;2017;1;1;25;6475;1;0
4839;1;5;1;1;2;31;295;0;75;2;0;1;0.0;2017;1;1;26;6507;0;0
720;1;5;9;0;12;35;295;0;19;8;0;1;0.0;2017;1;1;25;6482;1;0
6109;1;5;11;1;15;78;135;0;23;1;1;1;0.0;2017;6;6;3;10566;1;0
8732;1;5;1;2;17;55;25;0;23;1;1;1;0.0;2017;6;6;3;10572;1;0
6423;2;18;11;1;21;39;295;0;0;1;1;0;0.0;2017;6;6;3;10575;4;0
177;1;7;9;0;21;43;295;0;23;1;1;1;0.0;2017;6;6;3;10565;1;0
6732;1;20;1;1;17;55;210;0;0;1;1;1;0.0;2017;6;6;3;10569;1;0
3189;1;3;1;1;18;61;295;0;23;1;1;1;0.0;2017;6;6;3;10564;1;0
7603;2;5;6;0;6;119;295;0;23;1;1;0;0.0;2017;6;6;3;10570;1;0
5893;1;5;6;0;11;138;295;0;23;2;0;1;0.0;2017;6;6;3;10577;3;0
9856;1;5;9;0;12;137;295;0;23;3;0;1;0.0;2017;6;6;3;10568;1;0
6423;1;18;11;1;21;39;295;0;0;3;0;1;0.0;2017;6;6;3;10573;4;0
7603;1;5;6;0;6;119;295;0;23;3;0;1;0.0;2017;6;6;3;10567;1;0
233;1;5;6;0;19;93;295;0;34;3;0;1;0.0;2017;6;6;3;10571;1;0
6643;2;5;1;1;7;28;295;0;0;4;0;0;0.0;2017;6;6;3;10574;4;0
3444;3;5;6;0;11;138;295;0;48;8;0;0;0.0;2017;6;6;3;10576;3;0
7805;1;5;9;0;11;138;78;0;23;9;0;1;0.0;2017;6;6;4;10578;2;0
6447;1;3;1;1;3;83;295;0;23;1;1;1;0.0;2017;4;4;17;9114;0;0
7444;1;18;11;2;21;90;295;0;23;1;1;1;0.0;2017;4;4;16;9097;1;0
8510;4;5;9;0;6;21;185;0;23;1;1;0;0.0;2017;4;4;16;9100;1;0
7556;2;5;11;1;11;138;295;0;0;1;1;0;0.0;2017;4;4;17;9113;0;0
3786;1;5;9;0;1;91;295;0;23;1;1;1;0.0;2017;4;4;17;9111;2;0
2203;7;5;1;1;11;138;295;0;23;1;1;0;0.0;2017;4;4;16;9101;4;0
1898;1;5;1;1;17;55;181;0;23;1;1;1;0.0;2017;4;4;16;9098;1;0
8253;1;5;6;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;17;9112;2;0
4241;1;18;6;0;11;138;295;0;23;1;1;1;0.0;2017;4;4;16;9109;3;0
127;1;5;6;0;14;100;0;0;23;1;1;1;0.0;2017;4;4;16;9110;3;0
9684;1;18;11;1;11;138;257;0;23;2;0;1;0.0;2017;4;4;16;9104;4;0
1911;1;5;1;1;11;19;295;0;23;3;0;1;0.0;2017;4;4;16;9099;1;0
9873;1;5;9;0;20;60;265;0;23;5;0;1;0.0;2017;4;4;16;9105;3;0
5823;1;5;1;1;21;90;295;0;23;5;0;1;0.0;2017;4;4;16;9108;3;0
6025;1;5;9;0;17;55;295;0;23;17;0;1;0.0;2017;4;4;16;9103;4;0
3355;1;3;1;1;15;129;295;0;75;1;1;1;0.0;2017;4;4;17;9115;0;0
1188;2;1;1;2;12;137;147;0;75;1;1;0;0.0;2017;4;4;16;9107;3;0
1188;1;1;1;2;12;137;147;0;75;1;1;1;0.0;2017;4;4;16;9106;3;0
2573;1;7;9;1;14;15;295;0;75;4;0;1;0.0;2017;4;4;16;9102;4;0
7879;3;5;1;1;11;138;295;0;23;1;1;0;0.0;2016;10;10;17;2540;2;0
1413;1;5;9;0;3;34;295;0;23;2;0;1;0.0;2016;10;10;16;2538;3;0
7879;2;5;1;1;11;138;295;0;23;3;0;0;0.0;2016;10;10;16;2528;4;0
3067;1;5;11;2;11;19;295;0;23;3;0;1;0.0;2016;10;10;16;2511;1;0
3428;1;5;1;1;11;138;295;0;23;3;0;1;0.0;2016;10;10;17;2545;0;0
4908;23;5;5;0;11;138;172;0;48;4;0;0;0.0;2016;10;10;16;2514;1;0
4908;22;5;5;0;11;138;172;0;23;3;0;0;0.0;2016;10;10;16;2513;1;0
6504;5;5;9;0;6;119;246;0;5;4;0;0;0.0;2016;10;10;16;2517;1;0
4121;3;5;9;0;11;138;229;0;23;5;0;0;0.0;2016;10;10;16;2531;4;0
6847;1;5;6;0;6;119;295;0;23;78;0;1;0.0;2016;10;10;16;2512;1;0
4068;1;18;6;0;15;78;295;0;75;2;0;1;0.0;2016;10;10;16;2527;4;0
7910;1;18;6;0;1;5;161;0;75;3;0;1;0.0;2016;10;10;16;2524;4;0
7283;1;5;6;0;11;138;229;0;75;4;0;1;0.0;2016;10;10;16;2537;3;0
4949;2;5;9;0;6;52;110;0;23;1;1;0;0.0;2016;10;10;16;2530;4;0
1152;1;5;9;0;15;78;135;0;0;1;1;1;0.0;2016;10;10;16;2515;1;0
8743;1;18;11;1;11;138;230;0;0;1;1;1;0.0;2016;10;10;16;2529;4;0
6194;1;5;9;0;15;78;295;0;75;1;1;1;0.0;2016;10;10;16;2520;1;0
514;1;5;9;0;15;56;295;0;75;1;1;1;0.0;2016;10;10;17;2547;0;0
6579;1;18;6;0;11;138;295;0;75;1;1;1;0.0;2016;10;10;17;2542;0;0
9090;1;5;9;0;15;129;295;0;75;1;1;1;0.0;2016;10;10;17;2546;0;0
1071;1;15;9;0;11;138;231;0;75;1;0;1;0.0;2016;10;10;16;2522;4;0
9710;1;18;6;0;10;33;295;0;75;2;0;1;0.0;2016;10;10;17;2548;0;0
8846;1;18;6;0;17;55;295;0;75;2;0;1;0.0;2016;10;10;16;2534;3;0
3463;2;5;9;0;11;138;295;0;75;2;0;0;0.0;2016;10;10;16;2521;1;0
3655;1;5;5;0;11;138;0;0;0;1;1;1;0.0;2016;10;10;16;2526;4;0
3354;1;5;9;0;21;11;295;0;23;1;1;1;0.0;2016;10;10;16;2523;4;0
8613;1;5;9;0;20;132;295;0;75;1;1;1;0.0;2016;10;10;16;2536;3;0
2812;1;5;6;0;12;124;295;0;75;1;1;1;0.0;2016;10;10;16;2519;1;0
1713;1;6;9;0;15;142;295;0;75;1;1;1;0.0;2016;10;10;16;2525;4;0
1286;1;5;9;0;20;132;116;0;75;1;1;1;0.0;2016;10;10;17;2550;0;0
7775;1;18;6;0;14;22;295;0;75;1;1;1;0.0;2016;10;10;17;2543;0;0
7869;1;18;6;0;14;15;295;0;75;2;0;1;0.0;2016;10;10;16;2533;3;0
6219;1;5;9;0;12;94;295;0;23;1;1;1;0.0;2016;10;10;16;2532;3;0
7915;1;8;9;0;15;101;156;0;23;1;1;1;0.0;2016;10;10;17;2549;0;0
9319;1;18;6;0;15;101;295;0;75;1;1;1;0.0;2016;10;10;17;2544;0;0
3242;1;5;1;1;17;9;0;0;75;1;1;1;0.0;2016;10;10;17;2539;2;0
631;1;18;6;0;20;132;9;0;75;1;1;1;0.0;2016;10;10;16;2535;3;0
4326;1;5;9;0;11;138;295;0;23;1;1;1;0.0;2016;10;10;17;2541;0;0
4104;2;18;6;0;11;138;295;0;23;1;1;0;0.0;2016;10;10;16;2516;1;0
3271;1;5;9;0;17;55;180;0;23;1;1;1;0.0;2016;10;10;16;2518;1;0
4491;1;18;11;2;11;138;295;3;23;1;1;1;0.0;2016;12;12;4;4897;1;0
6472;1;1;1;1;11;138;295;0;23;1;1;1;0.0;2016;12;12;4;4911;4;0
2206;1;5;1;1;15;78;295;0;23;1;1;1;0.0;2016;12;12;4;4907;4;0
1929;1;5;9;0;3;24;295;0;23;1;1;1;0.0;2016;12;12;4;4921;3;0
8421;1;18;6;0;21;90;295;0;23;1;1;1;0.0;2016;12;12;4;4913;4;0
8104;1;18;6;0;15;142;109;0;0;1;1;1;0.0;2016;12;12;5;4931;0;0
9829;1;5;1;1;17;55;295;0;23;1;1;1;0.0;2016;12;12;4;4900;1;0
9541;3;18;11;1;11;138;295;0;16;1;1;0;0.0;2016;12;12;5;4924;0;0
1326;1;5;9;0;12;137;295;0;23;1;1;1;0.0;2016;12;12;4;4904;4;0
7878;1;5;9;0;6;63;295;0;0;1;1;1;0.0;2016;12;12;5;4926;0;0
6775;1;5;1;1;11;138;295;0;0;1;1;1;0.0;2016;12;12;5;4932;1;0
7410;1;18;11;2;21;125;295;0;23;2;0;1;0.0;2016;12;12;4;4910;4;0
7613;1;5;1;1;17;55;295;0;0;2;0;1;0.0;2016;12;12;4;4915;3;0
8048;4;5;6;0;11;19;257;0;23;3;0;0;0.0;2016;12;12;4;4917;3;0
9541;2;18;11;1;11;138;295;0;16;2;0;0;0.0;2016;12;12;5;4923;0;0
7883;1;18;11;1;11;138;295;0;23;4;0;1;0.0;2016;12;12;5;4922;2;0
4491;2;18;11;2;11;138;295;0;23;6;0;0;0.0;2016;12;12;4;4898;1;0
9739;1;5;1;1;11;138;295;0;0;4;0;1;0.0;2016;12;12;4;4916;3;0
8311;2;5;1;1;17;55;112;0;23;14;0;0;0.0;2016;12;12;4;4912;4;0
5630;1;7;9;0;2;104;295;0;23;16;0;1;0.0;2016;12;12;4;4919;3;0
9852;1;5;6;0;11;138;182;0;48;18;0;1;0.0;2016;12;12;5;4927;0;0
4969;1;9;9;0;7;107;295;0;75;1;1;1;0.0;2016;12;12;4;4905;4;0
3310;1;18;6;0;14;15;241;0;75;1;1;1;0.0;2016;12;12;5;4928;0;0
763;1;16;0;1;17;96;126;0;75;1;1;1;0.0;2016;12;12;4;4914;3;0
976;1;5;9;0;15;142;109;0;75;1;1;1;0.0;2016;12;12;5;4930;0;0
7605;1;5;9;0;15;142;109;0;75;1;1;1;0.0;2016;12;12;5;4929;0;0
3873;1;5;9;0;14;15;295;0;75;1;1;1;0.0;2016;12;12;4;4906;4;0
9236;1;18;6;0;15;142;295;0;75;2;0;1;0.0;2016;12;12;4;4908;4;0
5227;1;5;9;0;15;142;75;0;75;2;0;1;0.0;2016;12;12;4;4901;1;0
1414;1;18;6;0;15;142;295;0;75;2;0;1;0.0;2016;12;12;5;4933;1;0
6438;1;5;9;0;15;142;109;0;75;2;0;1;0.0;2016;12;12;4;4899;1;0
5981;1;18;6;0;15;129;0;0;75;2;0;1;0.0;2016;12;12;4;4920;3;0
4419;1;5;9;0;15;101;295;0;75;2;0;1;0.0;2016;12;12;4;4909;4;0
1981;1;18;6;0;15;142;109;0;75;2;0;1;0.0;2016;12;12;4;4918;3;0
1917;1;5;9;0;20;132;46;0;75;3;0;1;0.0;2016;12;12;4;4903;1;0
9675;1;5;9;0;15;56;295;0;75;3;0;1;0.0;2016;12;12;5;4925;0;0
7553;1;18;6;0;15;129;295;0;75;4;0;1;0.0;2016;12;12;4;4902;1;0
9049;1;8;9;0;7;135;295;0;23;1;1;1;0.0;2017;7;7;5;11446;1;0
1659;1;5;3;0;12;137;295;0;23;1;1;1;0.0;2017;7;7;5;11449;4;0
662;1;5;9;0;21;6;295;0;23;1;1;1;0.0;2017;7;7;5;11450;4;0
6932;1;18;11;1;11;138;295;0;0;1;1;1;0.0;2017;7;7;5;11471;3;0
8028;1;18;11;1;11;138;295;0;0;1;1;1;0.0;2017;7;7;6;11476;0;0
5225;3;5;6;0;11;138;148;0;50;1;1;0;0.0;2017;7;7;5;11457;4;0
1871;1;5;9;0;11;19;295;0;0;1;1;1;0.0;2017;7;7;5;11458;3;0
1366;1;16;1;1;5;36;295;0;23;1;1;1;0.0;2017;7;7;5;11443;1;0
6871;1;5;9;0;1;91;15;0;23;1;1;1;0.0;2017;7;7;5;11467;3;0
8435;1;5;9;0;11;138;295;0;23;1;1;1;0.0;2017;7;7;5;11459;3;0
4267;1;18;6;0;11;138;295;0;23;1;1;1;0.0;2017;7;7;5;11451;4;0
2079;1;16;0;1;19;93;295;0;0;1;1;1;0.0;2017;7;7;5;11442;1;0
3773;1;5;9;0;17;55;5;0;23;1;1;1;0.0;2017;7;7;6;11477;0;0
7880;1;18;11;1;6;63;290;0;0;1;1;1;0.0;2017;7;7;5;11447;1;0
3657;1;5;9;0;18;120;295;0;5;1;1;1;0.0;2017;7;7;5;11444;1;0
6747;1;5;6;0;11;138;16;0;0;1;1;1;0.0;2017;7;7;5;11462;3;0
3920;1;5;9;0;11;19;295;0;23;1;1;1;0.0;2017;7;7;5;11466;3;0
4953;1;18;6;0;12;137;295;0;0;2;0;1;0.0;2017;7;7;5;11452;4;0
210;1;5;6;0;11;138;257;0;23;2;0;1;0.0;2017;7;7;5;11448;4;0
3047;1;5;9;0;11;138;295;0;23;2;0;1;0.0;2017;7;7;6;11475;0;0
3349;1;5;1;1;10;86;295;0;23;2;0;1;0.0;2017;7;7;5;11453;4;0
7884;1;18;11;1;11;138;295;0;23;2;0;1;0.0;2017;7;7;5;11469;3;0
9472;3;18;6;0;1;5;295;0;23;2;0;0;0.0;2017;7;7;5;11441;1;0
2271;1;3;1;1;15;101;295;0;23;2;0;1;0.0;2017;7;7;6;11472;2;0
2697;20;5;6;0;11;138;172;0;48;3;0;0;0.0;2017;7;7;5;11465;3;0
2218;1;5;1;1;11;138;295;0;0;3;0;1;0.0;2017;7;7;6;11474;0;0
1885;1;5;6;0;11;19;169;0;23;5;0;1;0.0;2017;7;7;5;11456;4;0
5491;1;5;3;0;11;138;295;0;48;5;0;1;0.0;2017;7;7;5;11463;3;0
2109;1;5;6;0;11;19;295;0;0;6;0;1;0.0;2017;7;7;6;11473;0;0
4751;1;5;1;1;11;138;295;0;23;6;0;1;0.0;2017;7;7;5;11461;3;0
2898;1;5;6;0;11;138;80;0;0;9;0;1;0.0;2017;7;7;5;11454;4;0
822;1;5;9;0;11;138;295;0;23;9;0;1;0.0;2017;7;7;5;11468;3;0
8826;1;5;3;0;17;55;112;0;0;11;0;1;0.0;2017;7;7;5;11464;3;0
7266;1;5;1;1;11;138;284;0;23;13;0;1;34.38;2017;7;7;5;11445;1;0
5005;1;5;1;1;11;138;295;0;75;1;1;1;0.0;2017;7;7;5;11470;3;0
