visitNumber;browser;operatingSystem;isMobile;continent;country;city;networkDomain;source;medium;keyword;referralPath;adContent;pageviews;newVisits;transactionRevenue;year;day;weekday;time_range
1;18;6;False;3;142;109;1567;75;6;85;129;11;2;1.0;0.0;2016;15;1;4
1;5;9;False;2;138;295;0;23;5;4;197;11;1;1.0;0.0;2016;15;1;3
1;5;3;False;2;138;295;1212;23;5;4;197;11;1;1.0;0.0;2016;13;3;3
2;18;11;True;2;138;295;1302;23;3;17;197;11;2;0.0;0.0;2016;13;3;3
7;5;6;False;2;138;59;1567;47;6;85;14;11;2;0.0;0.0;2016;13;3;3
3;5;6;False;2;138;172;0;48;6;85;0;11;2;0.0;0.0;2016;13;3;4
1;5;6;False;3;63;190;118;26;6;85;108;11;2;1.0;0.0;2016;13;3;1
1;18;6;False;3;55;112;42;23;5;4;197;11;3;1.0;0.0;2016;13;3;3
1;5;1;True;2;138;172;0;23;5;4;197;11;3;1.0;0.0;2016;13;3;3
1;5;5;False;2;138;182;0;48;6;85;0;11;3;1.0;0.0;2016;13;3;4
2;5;3;False;2;138;295;339;0;0;85;197;11;4;0.0;0.0;2016;13;3;2
1;5;6;False;2;138;182;1608;48;6;85;0;11;4;1.0;0.0;2016;13;3;0
1;18;11;True;2;138;295;1302;23;5;4;197;11;3;1.0;0.0;2016;13;3;3
1;5;9;False;3;55;90;679;23;5;4;197;11;4;1.0;0.0;2016;13;3;4
1;5;3;False;2;138;295;0;0;0;85;197;11;6;1.0;0.0;2016;13;3;4
3;18;11;True;2;138;295;1302;23;5;4;197;11;5;0.0;0.0;2016;13;3;2
2;5;6;False;3;63;190;118;26;6;85;108;11;7;0.0;0.0;2016;13;3;1
1;5;6;False;2;138;182;1212;48;6;85;0;11;7;1.0;0.0;2016;13;3;4
1;5;6;False;2;138;295;884;23;5;4;197;11;6;1.0;0.0;2016;13;3;3
1;5;1;True;4;137;295;234;23;5;4;197;11;11;1.0;0.0;2016;13;3;3
3;5;6;False;2;138;111;1608;0;0;85;197;11;32;0.0;702.9;2016;13;3;4
1;18;6;False;2;138;295;1235;75;6;85;129;11;3;1.0;0.0;2016;13;3;3
6;5;9;False;3;132;295;1510;75;6;85;179;11;2;0.0;0.0;2016;13;3;3
1;5;1;True;3;129;19;1567;75;6;85;187;11;4;1.0;0.0;2016;13;3;3
1;5;9;False;1;33;295;1405;75;6;85;129;11;11;1.0;0.0;2016;13;3;4
181;5;6;False;2;138;172;339;48;6;85;0;11;1;0.0;0.0;2016;13;3;0
1;9;9;False;2;138;148;331;0;0;85;197;11;1;1.0;0.0;2016;13;3;0
1;5;6;False;2;138;231;0;28;6;85;26;11;1;1.0;0.0;2016;13;3;4
180;5;6;False;2;138;172;0;48;6;85;0;11;1;0.0;0.0;2016;13;3;4
1;18;11;True;2;19;169;1567;0;0;85;197;11;1;1.0;0.0;2016;13;3;0
1;5;9;False;4;112;295;506;75;6;85;129;11;2;1.0;0.0;2016;13;3;4
1;5;9;False;2;138;295;95;75;6;85;129;11;2;1.0;0.0;2016;13;3;3
1;9;9;True;3;55;90;679;23;5;4;197;11;1;1.0;0.0;2016;13;3;4
2;9;9;True;3;55;90;679;23;5;4;197;11;1;0.0;0.0;2016;13;3;4
1;5;9;False;3;142;106;1567;23;5;4;197;11;1;1.0;0.0;2016;13;3;0
1;5;9;False;3;119;246;1567;23;5;4;197;11;1;1.0;0.0;2016;13;3;0
1;5;1;True;4;115;295;0;23;5;4;197;11;1;1.0;0.0;2016;13;3;4
1;8;9;False;4;39;295;0;23;5;4;197;11;1;1.0;0.0;2016;13;3;4
6;8;9;False;2;138;295;1659;74;5;4;197;11;1;0.0;0.0;2016;13;3;4
1;20;5;False;3;55;55;20;23;5;64;197;11;1;1.0;0.0;2016;13;3;4
1;5;1;True;3;63;0;1567;9;5;85;197;11;1;1.0;0.0;2016;13;3;1
2;5;6;False;2;138;48;0;23;5;4;197;11;1;0.0;0.0;2016;13;3;4
1;18;6;False;1;131;273;1567;75;6;85;150;11;1;1.0;0.0;2016;13;3;4
1;5;9;False;1;33;295;1405;75;6;85;130;11;1;1.0;0.0;2016;13;3;4
1;5;9;False;4;6;295;1427;75;6;85;179;11;1;1.0;0.0;2016;13;3;1
1;5;9;False;3;132;116;1510;75;6;85;189;11;2;1.0;0.0;2016;13;3;3
1;5;9;False;4;61;295;1423;23;5;4;197;11;2;1.0;0.0;2016;13;3;1
2;5;9;False;3;60;265;196;23;5;4;197;11;2;0.0;0.0;2016;13;3;4
1;18;6;False;2;138;295;1302;23;5;4;197;11;1;1.0;0.0;2016;13;3;1
1;5;9;False;2;138;295;0;23;5;4;197;11;1;1.0;0.0;2016;13;3;3
1;5;9;False;3;63;190;1654;9;5;85;197;11;1;1.0;0.0;2016;29;5;4
2;5;6;False;4;137;0;178;23;5;4;197;11;1;0.0;0.0;2016;29;5;1
1;5;1;True;4;61;295;1567;23;5;4;197;11;1;1.0;0.0;2016;29;5;1
1;18;11;True;3;114;0;1567;23;5;4;197;11;1;1.0;0.0;2016;29;5;1
1;18;11;True;5;5;38;1567;23;5;4;197;11;1;1.0;0.0;2016;29;5;1
1;5;5;False;2;138;0;586;0;0;85;197;11;1;1.0;0.0;2016;29;5;1
2;5;1;True;2;138;295;1066;16;4;85;197;11;1;0.0;0.0;2016;29;5;4
1;5;1;True;2;138;59;0;0;0;85;197;11;1;1.0;0.0;2016;29;5;3
1;5;1;True;4;43;295;1383;23;5;4;197;11;1;1.0;0.0;2016;29;5;1
1;5;1;True;2;138;295;0;0;0;85;197;11;1;1.0;0.0;2016;29;5;4
2;5;9;False;4;106;41;1567;23;5;4;197;11;1;0.0;0.0;2016;29;5;4
1;5;9;False;4;39;295;0;23;5;4;197;11;1;1.0;0.0;2016;29;5;1
1;18;11;True;4;90;295;784;0;0;85;197;11;2;1.0;0.0;2016;29;5;3
1;18;11;True;2;138;148;0;23;5;4;197;11;2;1.0;0.0;2016;29;5;0
1;5;6;False;2;138;295;1608;48;6;85;0;11;4;1.0;0.0;2016;29;5;3
1;18;11;True;2;138;59;134;23;5;4;197;11;5;1.0;0.0;2016;29;5;0
1;5;9;False;4;106;41;1567;23;5;4;197;11;3;1.0;0.0;2016;29;5;1
1;18;6;False;2;83;295;1147;23;5;4;197;11;5;1.0;0.0;2016;29;5;0
1;18;11;True;2;138;231;339;23;5;4;197;11;7;1.0;0.0;2016;29;5;0
2;5;6;False;2;138;295;0;48;6;85;0;11;27;0.0;0.0;2016;29;5;2
2;5;11;True;2;138;295;1608;23;5;4;197;11;24;0.0;0.0;2016;29;5;4
1;18;6;False;2;83;295;1147;75;6;85;141;11;1;1.0;0.0;2016;29;5;3
1;18;6;False;3;142;267;1567;75;6;85;191;11;1;1.0;0.0;2016;29;5;4
1;18;6;False;3;129;0;1489;75;6;85;187;11;1;1.0;0.0;2016;29;5;1
1;5;9;False;3;142;27;1567;75;6;85;191;11;1;1.0;0.0;2016;29;5;4
1;9;9;False;4;59;295;1567;75;6;85;139;11;1;1.0;0.0;2016;29;5;1
2;5;1;True;2;138;182;114;75;6;85;143;11;1;0.0;0.0;2016;29;5;4
2;5;9;False;3;132;295;1510;75;6;85;189;11;1;0.0;0.0;2016;29;5;1
1;5;9;False;3;132;116;1510;75;6;85;189;11;1;1.0;0.0;2016;29;5;1
1;5;9;False;3;132;117;1510;75;6;85;189;11;1;1.0;0.0;2016;29;5;4
1;5;9;False;3;142;106;1567;75;6;85;191;11;1;1.0;0.0;2016;29;5;4
1;5;9;False;3;132;117;1567;75;6;85;189;11;1;1.0;0.0;2016;29;5;3
1;18;6;False;2;138;295;555;75;6;85;129;11;1;1.0;0.0;2016;29;5;0
1;18;6;False;3;142;267;1633;75;6;85;129;11;1;1.0;0.0;2016;29;5;1
1;18;6;False;3;78;295;1478;75;6;85;129;11;1;1.0;0.0;2016;29;5;1
6;5;9;False;3;127;295;619;75;6;85;195;11;1;0.0;0.0;2016;29;5;4
1;18;6;False;3;142;109;1567;75;6;85;191;11;2;1.0;0.0;2016;29;5;1
2;9;9;False;4;102;207;0;75;6;85;171;11;2;0.0;0.0;2016;29;5;4
1;5;9;False;4;102;295;0;75;6;85;171;11;3;1.0;0.0;2016;29;5;3
1;5;9;False;4;53;295;955;75;6;85;155;11;3;1.0;0.0;2016;29;5;4
1;5;1;True;2;138;229;0;23;5;4;197;11;4;1.0;0.0;2016;3;5;3
1;18;11;True;2;83;295;1147;23;5;4;197;11;4;1.0;0.0;2016;3;5;3
2;18;11;True;2;83;295;1147;23;5;4;197;11;8;0.0;0.0;2016;3;5;2
1;5;9;False;1;118;295;945;23;5;4;197;11;11;1.0;0.0;2016;3;5;1
1;18;6;False;4;17;295;1567;75;6;85;132;11;1;1.0;0.0;2016;3;5;4
2;5;9;False;4;17;295;453;75;6;85;132;11;1;0.0;0.0;2016;3;5;1
1;9;9;False;3;63;295;1045;75;6;85;162;11;3;1.0;0.0;2016;3;5;4
1;18;11;True;2;138;295;339;0;0;85;197;11;1;1.0;0.0;2016;3;5;3
2;5;6;False;2;138;295;0;23;5;4;197;11;1;0.0;0.0;2016;3;5;3
1;5;1;True;2;138;230;134;23;5;4;197;11;1;1.0;0.0;2016;3;5;3
1;5;9;False;3;9;0;865;23;5;4;197;11;1;1.0;0.0;2016;3;5;1
1;5;9;False;2;138;201;339;23;5;4;197;11;2;1.0;0.0;2016;3;5;4
1;5;6;False;2;138;295;0;23;5;4;197;11;4;1.0;0.0;2016;3;5;4
1;5;9;False;3;78;295;1567;23;5;4;197;11;5;1.0;0.0;2016;3;5;4
1;5;6;False;3;55;112;179;23;5;4;197;11;1;1.0;0.0;2016;3;5;4
1;5;6;False;4;137;295;1620;23;5;4;197;11;1;1.0;0.0;2016;3;5;3
1;18;6;False;3;142;295;1633;75;6;85;129;11;1;1.0;0.0;2016;3;5;0
1;18;6;False;3;136;295;74;75;6;85;129;11;1;1.0;0.0;2016;3;5;4
1;5;9;False;5;91;295;264;75;6;85;129;11;2;1.0;0.0;2016;3;5;1
1;5;9;False;3;114;0;1567;75;6;85;129;11;2;1.0;0.0;2016;3;5;4
2;18;11;True;2;138;295;339;75;6;85;129;11;2;0.0;0.0;2016;3;5;3
1;18;6;False;2;22;30;252;75;6;85;141;11;1;1.0;0.0;2016;3;5;1
1;5;9;False;2;83;295;1147;75;6;85;141;11;2;1.0;0.0;2016;3;5;3
2;5;9;False;4;120;295;595;23;5;4;197;11;1;0.0;0.0;2017;4;3;3
1;5;9;False;3;55;295;1567;23;5;4;197;11;1;1.0;0.0;2017;4;3;4
1;5;11;True;4;90;295;1734;23;5;4;197;11;1;1.0;0.0;2017;4;3;4
16;18;11;True;2;138;295;610;23;3;25;197;8;1;0.0;0.0;2017;4;3;0
1;5;3;False;2;138;33;1567;23;5;4;197;11;1;1.0;0.0;2017;4;3;4
1;8;6;False;4;137;147;1620;23;5;4;197;11;1;1.0;0.0;2017;4;3;1
4;5;1;True;2;138;195;0;0;0;85;197;11;1;0.0;0.0;2017;4;3;0
3;5;1;True;2;138;195;413;0;0;85;197;11;1;0.0;0.0;2017;4;3;4
5;18;11;True;4;102;283;1385;0;0;85;197;11;1;0.0;0.0;2017;4;3;3
1;18;11;True;2;138;295;1686;0;0;85;197;11;1;1.0;0.0;2017;4;3;3
24;5;9;False;5;5;295;0;23;5;4;197;11;1;0.0;0.0;2017;4;3;1
27;5;9;False;5;5;295;0;23;5;4;197;11;1;0.0;0.0;2017;4;3;0
26;5;9;False;5;5;295;0;23;5;4;197;11;1;0.0;0.0;2017;4;3;2
25;5;9;False;5;5;295;0;23;5;4;197;11;1;0.0;0.0;2017;4;3;1
1;5;9;False;3;55;210;621;23;5;4;197;11;2;1.0;0.0;2017;4;3;1
1;5;9;False;4;107;295;1017;3;2;85;197;11;2;1.0;0.0;2017;4;3;1
1;5;6;False;2;83;295;152;23;5;4;197;11;3;1.0;0.0;2017;4;3;4
1;5;1;True;3;55;57;0;0;0;85;197;11;3;1.0;0.0;2017;4;3;0
1;5;1;True;3;55;25;0;23;5;4;197;11;3;1.0;0.0;2017;4;3;3
1;18;6;False;4;107;295;1567;5;6;85;24;11;5;1.0;0.0;2017;4;3;0
1;18;6;False;2;138;295;1567;23;5;4;197;11;3;1.0;0.0;2017;4;3;4
1;5;6;False;4;43;105;752;30;6;85;108;11;6;1.0;0.0;2017;4;3;1
2;5;6;False;2;138;172;0;48;6;85;0;11;5;0.0;0.0;2017;4;3;4
3;18;11;True;2;138;295;339;0;0;85;197;11;6;0.0;0.0;2017;4;3;3
1;5;9;False;2;138;295;199;23;5;4;197;11;22;1.0;0.0;2017;4;3;0
1;5;9;False;2;138;295;0;23;5;4;197;11;43;1.0;0.0;2017;4;3;4
1;5;9;False;4;107;295;1316;75;6;85;179;11;1;1.0;0.0;2017;4;3;3
1;5;9;False;4;102;295;1603;75;6;85;171;11;1;1.0;0.0;2017;4;3;4
2;1;1;True;3;63;295;170;75;6;85;150;11;1;0.0;0.0;2017;4;3;1
1;5;9;False;2;83;295;1147;75;6;85;141;11;1;1.0;0.0;2017;4;3;3
2;18;11;True;2;138;230;251;70;6;85;7;11;1;0.0;0.0;2017;4;3;3
1;19;11;True;2;19;295;1207;45;6;85;0;11;1;1.0;0.0;2017;4;3;3
3;18;11;True;2;138;230;251;70;6;85;7;11;1;0.0;0.0;2017;4;3;3
1;5;9;False;4;53;42;0;19;6;85;0;11;1;1.0;0.0;2017;4;3;3
1;5;9;False;2;138;295;1212;19;6;85;0;11;3;1.0;0.0;2017;4;3;3
3;19;11;True;2;138;295;1608;45;6;85;0;11;4;0.0;0.0;2017;4;3;3
1;8;9;False;3;55;295;1567;23;5;4;197;11;1;1.0;0.0;2017;8;3;1
1;18;11;True;2;138;231;0;23;5;4;197;11;1;1.0;0.0;2017;8;3;3
1;18;6;False;2;83;295;1487;23;5;4;197;11;1;1.0;0.0;2017;8;3;3
2;5;6;False;2;138;257;0;48;6;85;0;11;1;0.0;0.0;2017;8;3;3
1;5;6;False;2;138;231;0;48;6;85;0;11;1;1.0;0.0;2017;8;3;0
1;5;9;False;4;43;295;751;0;0;85;197;11;1;1.0;0.0;2017;8;3;1
1;8;9;False;4;137;295;995;23;5;4;197;11;1;1.0;0.0;2017;8;3;4
1;5;9;False;3;127;295;1567;23;5;4;197;11;1;1.0;0.0;2017;8;3;4
1;18;11;True;4;59;295;817;23;5;4;197;11;1;1.0;0.0;2017;8;3;1
1;5;1;True;3;55;295;0;23;5;4;197;11;1;1.0;0.0;2017;8;3;3
1;8;9;False;3;55;210;1650;23;5;4;197;11;1;1.0;0.0;2017;8;3;1
1;5;1;True;2;138;231;0;0;0;85;197;11;1;1.0;0.0;2017;8;3;0
1;5;9;False;2;138;295;339;23;5;4;197;11;2;1.0;0.0;2017;8;3;3
10;5;6;False;2;138;16;0;48;6;85;0;11;2;0.0;0.0;2017;8;3;4
1;18;11;True;4;137;295;234;23;5;4;197;11;2;1.0;0.0;2017;8;3;0
1;5;6;False;2;138;10;0;0;0;85;197;11;3;1.0;0.0;2017;8;3;3
2;5;9;False;3;55;25;1567;23;5;4;197;11;3;0.0;0.0;2017;8;3;1
1;5;1;True;3;55;295;1567;23;5;4;197;11;4;1.0;0.0;2017;8;3;0
1;5;9;False;3;55;25;1567;75;6;85;0;11;4;1.0;0.0;2017;8;3;1
1;5;6;False;2;138;257;0;48;6;85;0;11;6;1.0;0.0;2017;8;3;4
1;15;9;False;4;120;295;1199;23;5;4;197;11;5;1.0;0.0;2017;8;3;4
2;5;6;False;2;138;230;1298;48;6;85;0;11;12;0.0;0.0;2017;8;3;0
1;5;9;False;3;63;295;1031;0;0;85;197;11;34;1.0;0.0;2017;8;3;0
1;5;1;True;2;138;59;0;23;5;4;197;11;5;1.0;0.0;2017;8;3;0
1;5;9;False;2;138;236;0;23;5;4;197;11;7;1.0;0.0;2017;17;0;4
1;5;1;True;2;19;295;1264;23;5;4;197;11;10;1.0;0.0;2017;17;0;0
1;8;6;False;2;19;295;0;23;5;4;197;11;33;1.0;0.0;2017;17;0;0
2;5;1;True;4;90;295;571;23;5;4;197;11;1;0.0;0.0;2017;17;0;0
1;18;6;False;2;138;148;1235;28;6;85;108;11;2;1.0;0.0;2017;17;0;0
1;5;6;False;2;83;162;1147;23;5;4;197;11;2;1.0;0.0;2017;17;0;4
1;5;9;False;2;138;295;0;23;5;4;197;11;9;1.0;0.0;2017;17;0;4
1;18;11;True;4;137;295;1620;23;5;4;197;11;11;1.0;0.0;2017;17;0;1
8;5;6;False;2;22;160;1555;0;0;85;197;11;15;0.0;0.0;2017;17;0;3
1;5;3;False;2;138;295;1066;23;5;4;197;11;8;1.0;0.0;2017;17;0;4
1;18;11;True;4;39;197;1567;69;6;85;128;11;1;1.0;0.0;2017;17;0;3
1;7;9;False;4;71;295;1567;75;6;85;179;11;1;1.0;0.0;2017;17;0;4
1;5;9;False;3;55;25;1567;23;5;4;197;11;1;1.0;0.0;2017;17;0;1
1;5;9;False;4;43;295;1383;23;5;4;197;11;1;1.0;0.0;2017;17;0;1
1;18;6;False;4;107;295;1567;75;6;85;179;11;1;1.0;0.0;2017;17;0;1
1;7;9;False;3;63;295;1045;75;6;85;162;11;1;1.0;0.0;2017;17;0;0
2;5;9;False;2;138;295;0;5;6;85;24;11;1;0.0;0.0;2017;17;0;4
2;3;1;True;3;129;295;16;75;6;85;187;11;1;0.0;0.0;2017;17;0;4
1;18;6;False;4;39;295;1656;0;0;85;197;11;1;1.0;0.0;2017;17;0;1
1;18;11;True;4;90;295;1145;0;0;85;197;11;1;1.0;0.0;2017;17;0;4
1;5;9;False;2;138;295;362;23;5;4;197;11;1;1.0;0.0;2017;17;0;3
3;5;6;False;2;138;0;8;0;0;85;197;11;2;0.0;0.0;2017;17;0;4
1;5;9;False;2;138;295;1133;23;5;4;197;11;2;1.0;0.0;2017;17;0;3
1;19;11;True;2;138;295;1212;0;0;85;197;11;2;1.0;0.0;2017;17;0;4
1;5;6;False;3;127;295;0;23;5;4;197;11;3;1.0;0.0;2017;17;0;4
1;5;6;False;2;138;295;886;23;5;4;197;11;1;1.0;0.0;2017;17;0;1
1;5;1;True;3;55;295;1640;23;5;4;197;11;1;1.0;0.0;2017;17;0;1
2;18;6;False;2;138;148;1235;28;6;85;108;11;1;0.0;0.0;2017;17;0;0
2;5;6;False;2;138;148;0;48;6;85;0;11;1;0.0;0.0;2017;17;0;4
1;9;9;False;3;63;295;1045;38;6;85;119;11;1;1.0;0.0;2017;17;0;0
1;5;6;False;2;138;231;340;0;0;85;197;11;1;1.0;0.0;2017;17;0;3
1;8;9;False;4;39;295;1567;23;5;4;197;11;1;1.0;0.0;2017;3;0;1
1;18;6;False;2;138;295;1608;23;5;4;197;11;1;1.0;0.0;2017;3;0;4
1;5;6;False;4;124;295;0;23;5;4;197;11;1;1.0;0.0;2017;3;0;1
1;5;1;True;2;138;231;0;0;0;85;197;11;1;1.0;0.0;2017;3;0;3
3;5;6;False;2;138;231;0;48;6;85;0;11;1;0.0;0.0;2017;3;0;4
1;5;6;False;2;19;169;1613;23;5;4;197;11;1;1.0;0.0;2017;3;0;4
1;18;6;False;4;137;147;1620;23;5;4;197;11;1;1.0;0.0;2017;3;0;3
1;5;1;True;2;22;295;1567;0;0;85;197;11;1;1.0;0.0;2017;3;0;0
1;5;3;False;2;138;295;0;23;5;4;197;11;1;1.0;0.0;2017;3;0;0
1;5;1;True;2;20;295;1652;23;5;4;197;11;1;1.0;0.0;2017;3;0;0
1;5;1;True;3;121;295;0;0;0;85;197;11;1;1.0;0.0;2017;3;0;4
1;5;1;True;3;55;175;1567;23;5;4;197;11;1;1.0;0.0;2017;3;0;4
1;18;11;True;2;138;295;1212;23;5;4;197;11;1;1.0;0.0;2017;3;0;0
1;5;9;False;2;15;295;601;23;5;4;197;11;1;1.0;0.0;2017;3;0;4
1;5;6;False;3;63;166;0;23;5;4;197;11;2;1.0;0.0;2017;3;0;1
1;5;6;False;2;138;182;953;23;5;4;197;11;2;1.0;0.0;2017;3;0;3
2;5;6;False;4;120;295;0;48;6;85;0;11;2;0.0;0.0;2017;3;0;1
1;5;9;False;2;138;257;0;0;0;85;197;11;2;1.0;0.0;2017;3;0;4
1;19;11;True;2;138;231;0;0;0;85;197;11;3;1.0;0.0;2017;3;0;4
1;9;9;False;3;55;57;1567;23;5;4;197;11;4;1.0;0.0;2017;3;0;0
12;5;9;False;2;138;295;340;0;0;85;197;11;6;0.0;0.0;2017;3;0;3
1;18;11;True;2;138;295;0;23;5;4;197;11;7;1.0;0.0;2017;3;0;1
1;5;1;True;2;138;295;0;28;6;85;108;11;14;1.0;0.0;2017;3;0;0
1;5;9;False;2;83;295;698;75;6;85;58;11;1;1.0;0.0;2017;3;0;0
1;5;1;True;2;138;182;134;75;6;85;134;11;1;1.0;0.0;2017;3;0;0
1;5;9;False;2;138;295;0;75;6;85;129;11;1;1.0;0.0;2017;3;0;3
1;16;0;True;1;117;295;1567;75;6;85;129;11;2;1.0;0.0;2017;3;0;2
1;5;1;True;2;138;182;0;23;5;4;197;11;2;1.0;0.0;2016;25;3;3
1;5;11;True;2;138;172;0;23;5;4;197;11;6;1.0;0.0;2016;25;3;3
1;5;6;False;2;138;231;339;23;5;4;197;11;10;1.0;0.0;2016;25;3;0
1;5;9;False;2;138;295;27;23;5;4;197;11;10;1.0;0.0;2016;25;3;4
1;8;9;False;2;138;295;340;23;5;4;197;11;13;1.0;0.0;2016;25;3;3
4;5;5;False;2;138;257;0;48;6;85;0;11;22;0.0;0.0;2016;25;3;0
70;5;6;False;2;138;10;0;48;6;85;0;11;40;0.0;0.0;2016;25;3;4
1;5;6;False;5;5;259;0;23;5;4;197;11;1;1.0;0.0;2016;25;3;0
2;5;6;False;3;127;0;0;23;5;4;197;11;1;0.0;0.0;2016;25;3;0
1;8;6;False;2;19;295;412;23;5;4;197;11;1;1.0;0.0;2016;25;3;4
5;5;5;False;2;138;257;0;34;6;85;16;11;1;0.0;0.0;2016;25;3;0
1;5;1;True;2;138;295;0;23;3;20;197;11;5;1.0;0.0;2016;25;3;3
1;5;9;False;3;55;295;1567;23;5;4;197;11;4;1.0;0.0;2016;25;3;2
1;5;1;True;2;19;295;1231;46;6;85;115;11;2;1.0;0.0;2016;25;3;0
1;5;6;False;2;19;169;420;23;5;4;197;11;3;1.0;0.0;2016;25;3;3
9;5;6;False;3;63;295;1729;0;0;85;197;11;1;0.0;0.0;2016;25;3;1
9;5;6;False;3;63;166;1719;63;6;85;122;11;1;0.0;0.0;2016;25;3;1
2;5;6;False;2;19;169;420;23;5;4;197;11;2;0.0;0.0;2016;25;3;3
1;5;9;False;3;21;295;1567;0;0;85;197;11;2;1.0;0.0;2016;25;3;4
1;5;9;False;4;120;295;1199;0;0;85;197;11;3;1.0;0.0;2016;25;3;1
1;5;9;False;2;83;295;738;0;0;85;197;11;6;1.0;0.0;2016;25;3;0
1;5;6;False;4;137;147;0;23;5;4;197;11;1;1.0;0.0;2016;25;3;1
1;18;6;False;2;138;295;0;75;6;85;129;11;1;1.0;0.0;2016;25;3;1
1;18;6;False;3;55;295;1567;75;6;85;129;11;1;1.0;0.0;2016;25;3;1
1;5;9;False;4;107;171;358;75;6;85;179;11;1;1.0;0.0;2016;25;3;0
1;5;9;False;4;135;295;1567;75;6;85;179;11;1;1.0;0.0;2016;25;3;4
1;5;9;False;3;142;295;1567;75;6;85;191;11;1;1.0;0.0;2016;25;3;0
1;5;6;False;2;138;295;431;62;6;85;115;11;1;1.0;0.0;2016;25;3;4
1;5;1;True;2;138;295;339;23;5;4;197;11;8;1.0;0.0;2016;22;3;3
1;5;9;False;2;138;230;1668;66;6;85;101;11;11;1.0;0.0;2016;22;3;3
1;5;6;False;3;127;295;0;0;0;85;197;11;10;1.0;0.0;2016;22;3;1
1;5;6;False;4;137;147;1620;23;5;4;197;11;3;1.0;0.0;2016;22;3;0
1;5;6;False;3;114;0;0;48;6;85;0;11;4;1.0;0.0;2016;22;3;0
2;5;6;False;2;138;182;0;48;6;85;0;11;9;0.0;0.0;2016;22;3;4
3;5;6;False;2;138;182;0;48;6;85;0;11;9;0.0;0.0;2016;22;3;3
1;5;6;False;4;103;295;978;23;5;4;197;11;1;1.0;0.0;2016;22;3;4
1;9;9;False;3;119;295;1567;75;6;85;164;11;1;1.0;0.0;2016;22;3;1
1;5;9;False;4;45;0;611;75;6;85;138;11;1;1.0;0.0;2016;22;3;3
1;5;6;False;2;138;182;1608;28;6;85;108;11;1;1.0;0.0;2016;22;3;4
178;5;6;False;2;138;172;0;48;6;85;0;11;1;0.0;0.0;2016;22;3;2
1;5;1;True;4;53;295;407;23;5;4;197;11;1;1.0;0.0;2016;22;3;4
1;5;3;False;4;59;295;411;23;5;4;197;11;2;1.0;0.0;2016;22;3;4
1;18;6;False;3;56;119;1567;75;6;85;156;11;2;1.0;0.0;2016;22;3;1
1;5;9;False;5;91;295;1612;75;6;85;129;11;1;1.0;0.0;2016;22;3;0
1;18;6;False;2;138;295;0;75;6;85;129;11;3;1.0;0.0;2016;22;3;3
2;5;6;False;2;138;172;0;0;0;85;197;11;2;0.0;0.0;2016;22;3;3
1;5;6;False;2;138;230;1567;23;5;4;197;11;2;1.0;0.0;2016;22;3;1
1;8;9;False;4;137;295;1620;23;5;4;197;11;1;1.0;0.0;2016;22;3;3
4;5;6;False;2;138;182;0;48;6;85;0;11;2;0.0;0.0;2016;22;3;3
1;18;6;False;3;56;119;1567;75;6;85;129;11;2;1.0;0.0;2016;22;3;1
2;5;9;False;3;132;9;1362;75;6;85;189;11;1;0.0;0.0;2016;22;3;3
1;18;6;False;3;132;295;1510;75;6;85;189;11;2;1.0;0.0;2016;22;3;4
1;18;6;False;2;100;295;1567;75;6;85;141;11;1;1.0;0.0;2016;22;3;4
1;5;6;False;4;137;295;842;23;5;4;197;11;1;1.0;0.0;2017;25;5;4
1;5;6;False;3;63;249;1531;0;0;85;197;11;1;1.0;0.0;2017;25;5;0
2;18;11;True;2;19;295;0;23;3;53;197;8;1;0.0;0.0;2017;25;5;1
1;18;6;False;2;138;0;0;0;0;85;197;11;1;1.0;0.0;2017;25;5;1
2;5;6;False;2;19;271;189;23;5;4;197;11;1;0.0;0.0;2017;25;5;4
2;5;6;False;2;138;230;324;5;6;85;24;11;1;0.0;0.0;2017;25;5;3
4;5;11;True;2;138;295;1184;23;3;25;197;8;1;0.0;0.0;2017;25;5;4
5;5;11;True;2;138;295;1184;23;3;25;197;8;1;0.0;0.0;2017;25;5;3
1;5;1;True;5;41;295;853;0;0;85;197;11;1;1.0;0.0;2017;25;5;1
1;5;11;True;1;118;295;1635;23;5;4;197;11;1;1.0;0.0;2017;25;5;4
1;5;1;True;2;138;295;1608;23;5;4;197;11;2;1.0;0.0;2017;25;5;0
2;5;6;False;3;63;249;1531;0;0;85;197;11;3;0.0;0.0;2017;25;5;1
1;5;6;False;2;138;230;324;23;5;4;197;11;5;1.0;0.0;2017;25;5;3
1;5;5;False;4;90;295;113;0;0;85;197;11;5;1.0;0.0;2017;25;5;3
1;5;6;False;2;138;295;0;23;5;4;197;11;11;1.0;0.0;2017;25;5;0
1;2;1;True;3;96;295;910;23;5;4;197;11;19;1.0;0.0;2017;25;5;4
3;5;11;True;2;138;295;1184;23;3;25;197;8;28;0.0;0.0;2017;25;5;4
1;5;1;True;4;124;295;1567;75;6;85;165;11;1;1.0;0.0;2017;25;5;4
2;5;1;True;3;127;0;619;23;5;4;197;11;1;0.0;0.0;2017;2;1;4
1;5;6;False;4;90;295;1145;23;5;4;197;11;1;1.0;0.0;2017;2;1;4
2;5;6;False;2;3;295;0;23;5;4;197;11;1;0.0;0.0;2017;2;1;4
1;5;6;False;2;3;295;0;23;5;4;197;11;1;1.0;0.0;2017;2;1;1
